wall_time,step,epoch,value,tag,event_file,parameter,block
1768387345.979055,0,0.03125,0.08021283894777298,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387349.644836,1,0.0625,0.10066518932580948,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387350.0662296,2,0.09375,0.13509729504585266,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387350.4861484,3,0.125,0.08262898772954941,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387350.9069455,4,0.15625,0.09867706894874573,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387351.333372,5,0.1875,0.09452270716428757,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387351.7730951,6,0.21875,0.11030667275190353,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387352.2074704,7,0.25,0.11645718663930893,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387352.627033,8,0.28125,0.11206208169460297,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387353.0613832,9,0.3125,0.08669587224721909,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387353.4951057,10,0.34375,0.09813778102397919,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387353.916248,11,0.375,0.10879489779472351,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387354.3513057,12,0.40625,0.1109698936343193,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387354.770923,13,0.4375,0.08107008039951324,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387355.1901405,14,0.46875,0.10226824134588242,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387355.6240427,15,0.5,0.09773290902376175,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387356.0578501,16,0.53125,0.11855064332485199,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387356.4901824,17,0.5625,0.11180366575717926,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387356.9111452,18,0.59375,0.1009710505604744,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387357.3318396,19,0.625,0.10360562801361084,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387357.7510822,20,0.65625,0.10635325312614441,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387358.185932,21,0.6875,0.09627309441566467,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387358.6045,22,0.71875,0.08802127838134766,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387359.0249875,23,0.75,0.09595778584480286,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387359.4604828,24,0.78125,0.10252890735864639,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
1768387359.8786361,25,0.8125,0.09454115480184555,Grad/qkv.lora_B,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_qkv.lora_B_block_5/events.out.tfevents.1768387346.master-192-168-8-48.1680.3,qkv.lora_B,5
